// AA-island02  #Check 2	island 1x sign rght
WavesBlock,1
IslandLeft,5
IslandSign,1
BridgeMidd,1

WavesBlock,8

// BB-dropsd02  # Check # 4	island signs 1x miss normal
WavesBlock,1
TurtleSea2,1
WavesBlock,1
TurtleSea2,1
IslandLeft,1
IslandSign,2
IslandMidd,1

WavesBlock,8

// CC-dropsd02  Check # 6	island signs 1x miss harder
WavesBlock,1
TurtleSea2,2
WavesBlock,1
IslandLeft,1
IslandSign,3

WavesBlock,8

// DD-bridge01  #Check # 8	bridge 4x sign midd
BridgeMidd,5
BridgeSign,1
BridgeMidd,1
BridgeSign,1
